participants,stimuli,density,noise_sd,scenario,method,participant_dose,stimulus_dose,replicates,coverage,coverage_mc_low,coverage_mc_high,truth,bias,empirical_sd,mean_bootstrap_sd,bootstrap_bias,miss_below,miss_above,positive_rate,mean_width
8,6,0.25,1.5,trial_signal,percentile,0,0,298,0.9899328859060402,0.970824791888958,0.9965704795918217,0.1288659793814433,-0.013199244414334815,0.10129904292274551,0.12993379086900766,-0.02257572162896599,0.010067114093959731,0.0,0.020134228187919462,0.5139767629060928
8,6,0.25,1.5,trial_signal,percentile,0,4,298,0.9932885906040269,0.9758637106425548,0.9981575558483672,0.08281408993534495,-0.0018670528572004709,0.08002672878644353,0.10244376120441308,-0.014585746964967339,0.006711409395973154,0.0,0.020134228187919462,0.4025635683040884
8,6,0.25,1.5,trial_signal,percentile,4,0,298,0.9899328859060402,0.970824791888958,0.9965704795918217,0.09082733947956687,-0.009521123036555612,0.08968577428541011,0.11249385442852211,-0.015989304506404706,0.010067114093959731,0.0,0.020134228187919462,0.4400425027397003
8,6,0.25,1.5,trial_signal,percentile,4,4,298,0.9966442953020134,0.9812398715859647,0.9994073899150995,0.06676819847260845,-0.0018288606330781499,0.0729628012923278,0.09463041831080148,-0.012013410923158777,0.003355704697986577,0.0,0.02348993288590604,0.37048268006831436
8,6,1.0,0.5,independent_noise,basic,0,0,300,0.9733333333333334,0.9482710570494102,0.9864269301913529,0.0,-0.0007637073440680861,0.0735628874530356,0.10657909619727796,0.0008533288915723044,0.01,0.016666666666666666,0.016666666666666666,0.4182065033750647
8,6,1.0,0.5,independent_noise,basic,0,4,300,0.9933333333333333,0.9760224167496929,0.998169851642088,-0.06361033150224715,0.00824723460636024,0.05748160653011732,0.08744655842631499,0.004251544948041202,0.0033333333333333335,0.0033333333333333335,0.0,0.34463118483308575
8,6,1.0,0.5,independent_noise,basic,4,0,300,0.9933333333333333,0.9760224167496929,0.998169851642088,-0.06422696440209569,0.0030051691028283208,0.06330201315226029,0.08893452995429459,0.0026775734768855254,0.006666666666666667,0.0,0.0,0.3504877773865845
8,6,1.0,0.5,independent_noise,basic,4,4,300,0.9933333333333333,0.9760224167496929,0.998169851642088,-0.08253408867849599,0.00033869068115365534,0.04677594470358159,0.07138351744930793,-2.6355884906365903e-05,0.0033333333333333335,0.0033333333333333335,0.0,0.2820444683077236
8,6,1.0,0.5,independent_noise,normal_t,0,0,300,1.0,0.9873570287754538,0.9999999999999998,0.0,-0.0007637073440680861,0.0735628874530356,0.10657909619727796,0.0008533288915723044,0.0,0.0,0.0,0.5479405774865163
8,6,1.0,0.5,independent_noise,normal_t,0,4,300,1.0,0.9873570287754538,0.9999999999999998,-0.06361033150224715,0.00824723460636024,0.05748160653011732,0.08744655842631499,0.004251544948041202,0.0,0.0,0.0,0.44957706935919
8,6,1.0,0.5,independent_noise,normal_t,4,0,300,1.0,0.9873570287754538,0.9999999999999998,-0.06422696440209569,0.0030051691028283208,0.06330201315226029,0.08893452995429459,0.0026775734768855254,0.0,0.0,0.0,0.4572269745227268
8,6,1.0,0.5,independent_noise,normal_t,4,4,300,1.0,0.9873570287754538,0.9999999999999998,-0.08253408867849599,0.00033869068115365534,0.04677594470358159,0.07138351744930793,-2.6355884906365903e-05,0.0,0.0,0.0,0.36699434663803776
8,6,1.0,0.5,independent_noise,percentile,0,0,300,1.0,0.9873570287754538,0.9999999999999998,0.0,-0.0007637073440680861,0.0735628874530356,0.10657909619727796,0.0008533288915723044,0.0,0.0,0.0,0.4182065033750647
8,6,1.0,0.5,independent_noise,percentile,0,4,300,1.0,0.9873570287754538,0.9999999999999998,-0.06361033150224715,0.00824723460636024,0.05748160653011732,0.08744655842631499,0.004251544948041202,0.0,0.0,0.0,0.34463118483308575
8,6,1.0,0.5,independent_noise,percentile,4,0,300,1.0,0.9873570287754538,0.9999999999999998,-0.06422696440209569,0.0030051691028283208,0.06330201315226029,0.08893452995429459,0.0026775734768855254,0.0,0.0,0.0,0.35048777738658454
8,6,1.0,0.5,independent_noise,percentile,4,4,300,0.9966666666666667,0.9813633063054688,0.9994113422781488,-0.08253408867849599,0.00033869068115365534,0.04677594470358159,0.07138351744930793,-2.6355884906365903e-05,0.0,0.0033333333333333335,0.0,0.2820444683077236
8,6,1.0,0.5,labels_only,basic,0,0,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6,1.0,0.5,labels_only,basic,0,4,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6,1.0,0.5,labels_only,basic,4,0,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6,1.0,0.5,labels_only,basic,4,4,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
