seed,participant_dose,stimulus_dose,predictor,macro_ccc,macro_mae,dataset_id,representation
23,0,0,eeg_personalized,0.0267745817603193,0.2782443042290596,ds002721,labram_pretrained
23,0,0,combined_population,0.120196076374251,0.280080583869881,ds002721,labram_pretrained
23,0,0,combined_personalized,0.120196076374251,0.280080583869881,ds002721,labram_pretrained
23,0,0,prior,0.1116890350810767,0.273625,ds002721,labram_random
23,0,0,eeg_population,-0.0039064846837828,0.2717406740347493,ds002721,labram_random
23,0,0,eeg_personalized,-0.0039064846837828,0.2717406740347493,ds002721,labram_random
23,0,0,combined_population,0.1222929071077855,0.2697246059925359,ds002721,labram_random
23,0,0,combined_personalized,0.1222929071077855,0.2697246059925359,ds002721,labram_random
23,0,1,prior,0.0834787960165603,0.325,ds002721,bandpower
23,0,1,eeg_population,-0.0454860707259894,0.2835768089968352,ds002721,bandpower
23,0,1,eeg_personalized,-0.0454860707259894,0.2835768089968352,ds002721,bandpower
23,0,1,combined_population,0.0780980620345119,0.3292343715251808,ds002721,bandpower
23,0,1,combined_personalized,0.0780980620345119,0.3292343715251808,ds002721,bandpower
23,0,1,prior,0.0834787960165603,0.325,ds002721,labram_pretrained
23,0,1,eeg_population,0.0220090049625576,0.2798253278192626,ds002721,labram_pretrained
23,0,1,eeg_personalized,0.0220090049625576,0.2798253278192626,ds002721,labram_pretrained
23,0,1,combined_population,0.0857524171072583,0.3280182662254141,ds002721,labram_pretrained
23,0,1,combined_personalized,0.0857524171072583,0.3280182662254141,ds002721,labram_pretrained
23,0,1,prior,0.0834787960165603,0.325,ds002721,labram_random
23,0,1,eeg_population,0.0066519763761459,0.2719996192131433,ds002721,labram_random
23,0,1,eeg_personalized,0.0066519763761459,0.2719996192131433,ds002721,labram_random
23,0,1,combined_population,0.0995799528462956,0.3312788708597861,ds002721,labram_random
23,0,1,combined_personalized,0.0995799528462956,0.3312788708597861,ds002721,labram_random
23,0,2,prior,0.1528839692071957,0.28875,ds002721,bandpower
23,0,2,eeg_population,-0.0437284959837842,0.2840134094886232,ds002721,bandpower
23,0,2,eeg_personalized,-0.0437284959837842,0.2840134094886232,ds002721,bandpower
23,0,2,combined_population,0.1476824130971105,0.2923949211725739,ds002721,bandpower
23,0,2,combined_personalized,0.1476824130971105,0.2923949211725739,ds002721,bandpower
23,0,2,prior,0.1528839692071957,0.28875,ds002721,labram_pretrained
23,0,2,eeg_population,0.0296484102208485,0.2783157394753882,ds002721,labram_pretrained
