dataset_id,scenario,method,estimand,replicates,coverage,coverage_mc_low,coverage_mc_high,bias,positive_rate,mean_width
ds005540,labels_only,normal_t,p8_s4,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,6.68061137774871e-18
ds005540,labels_only,normal_t,p8_s8,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,normal_t,uniform_grid_mean,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,3.7311262847749364e-19
ds005540,labels_only,percentile,p0_s0,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p0_s1,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p0_s2,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p0_s4,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p0_s8,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p1_s0,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p1_s1,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p1_s2,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p1_s4,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p1_s8,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p2_s0,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p2_s1,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p2_s2,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p2_s4,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p2_s8,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p4_s0,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p4_s1,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p4_s2,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p4_s4,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p4_s8,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p8_s0,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p8_s1,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p8_s2,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p8_s4,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,p8_s8,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,labels_only,percentile,uniform_grid_mean,300,1.0,0.9873570287754538,0.9999999999999998,0.0,0.0,0.0
ds005540,participant_constant,basic,p0_s0,300,0.9266666666666666,0.8914686583942826,0.9510760061607711,-0.0755660810918954,1.0,0.2112561387933955
ds005540,participant_constant,basic,p0_s1,300,0.9233333333333332,0.8875898961498251,0.9483723882133924,-0.0055082600709298,1.0,0.1545276213244429
ds005540,participant_constant,basic,p0_s2,300,0.91,0.8722229892013517,0.9374097743945206,-0.0031302227890052,1.0,0.1661923537194288
ds005540,participant_constant,basic,p0_s4,300,0.9166666666666666,0.8798783980359391,0.9429191259436056,0.0003807307870854,1.0,0.1733493232796521
ds005540,participant_constant,basic,p0_s8,300,0.9233333333333332,0.8875898961498251,0.9483723882133924,0.0032052990111776,1.0,0.1776022088790108
ds005540,participant_constant,basic,p1_s0,300,1.0,0.9873570287754538,0.9999999999999998,6.707597440443654e-19,0.0,1.1761327588927223e-16
ds005540,participant_constant,basic,p1_s1,300,1.0,0.9873570287754538,0.9999999999999998,1.1102230246251568e-18,0.0,2.1160850849355483e-16
ds005540,participant_constant,basic,p1_s2,300,1.0,0.9873570287754538,0.9999999999999998,5.551115123125784e-19,0.0,2.205342390186142e-16
ds005540,participant_constant,basic,p1_s4,300,1.0,0.9873570287754538,0.9999999999999998,5.551115123125784e-19,0.0,2.233028576862732e-16
ds005540,participant_constant,basic,p1_s8,300,1.0,0.9873570287754538,0.9999999999999998,1.1102230246251568e-18,0.0,2.240800138035108e-16
ds005540,participant_constant,basic,p2_s0,300,1.0,0.9873570287754538,0.9999999999999998,-2.9605947323337513e-18,0.0,1.387252581327066e-16
ds005540,participant_constant,basic,p2_s1,300,1.0,0.9873570287754538,0.9999999999999998,3.1456319031046097e-18,0.0,2.212188765504663e-16
ds005540,participant_constant,basic,p2_s2,300,1.0,0.9873570287754538,0.9999999999999998,2.590520390792032e-18,0.0,2.2401062486447163e-16
ds005540,participant_constant,basic,p2_s4,300,1.0,0.9873570287754538,0.9999999999999998,1.4802973661668757e-18,0.0,2.330219350810125e-16
ds005540,participant_constant,basic,p2_s8,300,1.0,0.9873570287754538,0.9999999999999998,1.4802973661668757e-18,0.0,2.485650574257647e-16
ds005540,participant_constant,basic,p4_s0,300,1.0,0.9873570287754538,0.9999999999999998,4.440892098500626e-18,0.0,1.6376136557916255e-16
ds005540,participant_constant,basic,p4_s1,300,1.0,0.9873570287754538,0.9999999999999998,-6.47630097698008e-18,0.0,2.2243087001901553e-16
ds005540,participant_constant,basic,p4_s2,300,1.0,0.9873570287754538,0.9999999999999998,-2.9605947323337513e-18,0.0,2.3423161558492697e-16
ds005540,participant_constant,basic,p4_s4,300,1.0,0.9873570287754538,0.9999999999999998,7.401486830834377e-18,0.0,2.705382214548042e-16
ds005540,participant_constant,basic,p4_s8,300,1.0,0.9873570287754538,0.9999999999999998,-2.590520390792032e-18,0.0,3.089981973995272e-16
ds005540,participant_constant,basic,p8_s0,300,1.0,0.9873570287754538,0.9999999999999998,-2.590520390792032e-18,0.0,1.8095941411999661e-16
ds005540,participant_constant,basic,p8_s1,300,1.0,0.9873570287754538,0.9999999999999998,3.515706244646329e-18,0.0,2.240800138035108e-16
ds005540,participant_constant,basic,p8_s2,300,1.0,0.9873570287754538,0.9999999999999998,-7.216449660063518e-18,0.0,2.4686271545467274e-16
ds005540,participant_constant,basic,p8_s4,300,1.0,0.9873570287754538,0.9999999999999998,7.401486830834377e-19,0.0,3.019020219004649e-16
ds005540,participant_constant,basic,p8_s8,300,1.0,0.9873570287754538,0.9999999999999998,6.291263806209219e-18,0.0,3.4162950246496835e-16
ds005540,participant_constant,basic,uniform_grid_mean,300,0.91,0.8722229892013517,0.9374097743945206,-0.0032247413661426,1.0,0.0332930691799487
ds005540,participant_constant,normal_t,p0_s0,300,0.8866666666666667,0.8458006041283088,0.9177554981247088,-0.0755660810918954,1.0,0.2794751727087931
ds005540,participant_constant,normal_t,p0_s1,300,0.98,0.9570603791821394,0.9908023684422964,-0.0055082600709298,1.0,0.2031639403744967
ds005540,participant_constant,normal_t,p0_s2,300,0.98,0.9570603791821394,0.9908023684422964,-0.0031302227890052,1.0,0.2183619621063607
ds005540,participant_constant,normal_t,p0_s4,300,0.9766666666666668,0.9526280277317246,0.9886523397008748,0.0003807307870854,1.0,0.227922418824819
ds005540,participant_constant,normal_t,p0_s8,300,0.98,0.9570603791821394,0.9908023684422964,0.0032052990111776,1.0,0.233033376213017
ds005540,participant_constant,normal_t,p1_s0,300,1.0,0.9873570287754538,0.9999999999999998,6.707597440443654e-19,0.0,1.6338254185307804e-16
ds005540,participant_constant,normal_t,p1_s1,300,1.0,0.9873570287754538,0.9999999999999998,1.1102230246251568e-18,0.0,2.464846262742457e-16
ds005540,participant_constant,normal_t,p1_s2,300,1.0,0.9873570287754538,0.9999999999999998,5.551115123125784e-19,0.0,2.7999274374655765e-16
ds005540,participant_constant,normal_t,p1_s4,300,1.0,0.9873570287754538,0.9999999999999998,5.551115123125784e-19,0.0,2.988098314291117e-16
ds005540,participant_constant,normal_t,p1_s8,300,1.0,0.9873570287754538,0.9999999999999998,1.1102230246251568e-18,0.0,3.1011975330473737e-16
ds005540,participant_constant,normal_t,p2_s0,300,1.0,0.9873570287754538,0.9999999999999998,-2.9605947323337513e-18,0.0,1.967127081491148e-16
ds005540,participant_constant,normal_t,p2_s1,300,1.0,0.9873570287754538,0.9999999999999998,3.1456319031046097e-18,0.0,2.7694001692130995e-16
ds005540,participant_constant,normal_t,p2_s2,300,1.0,0.9873570287754538,0.9999999999999998,2.590520390792032e-18,0.0,3.1584647649013364e-16
ds005540,participant_constant,normal_t,p2_s4,300,1.0,0.9873570287754538,0.9999999999999998,1.4802973661668757e-18,0.0,5.22905571214388e-16
ds005540,participant_constant,normal_t,p2_s8,300,1.0,0.9873570287754538,0.9999999999999998,1.4802973661668757e-18,0.0,3.6533903185343344e-16
ds005540,participant_constant,normal_t,p4_s0,300,1.0,0.9873570287754538,0.9999999999999998,4.440892098500626e-18,0.0,3.018877204174838e-16
ds005540,participant_constant,normal_t,p4_s1,300,1.0,0.9873570287754538,0.9999999999999998,-6.47630097698008e-18,0.0,2.9455593767810797e-16
ds005540,participant_constant,normal_t,p4_s2,300,1.0,0.9873570287754538,0.9999999999999998,-2.9605947323337513e-18,0.0,3.4872021622124724e-16
ds005540,participant_constant,normal_t,p4_s4,300,1.0,0.9873570287754538,0.9999999999999998,7.401486830834377e-18,0.0,3.735283554815831e-16
ds005540,participant_constant,normal_t,p4_s8,300,1.0,0.9873570287754538,0.9999999999999998,-2.590520390792032e-18,0.0,3.9387247301124895e-16
ds005540,participant_constant,normal_t,p8_s0,300,1.0,0.9873570287754538,0.9999999999999998,-2.590520390792032e-18,0.0,2.3250570254580707e-16
ds005540,participant_constant,normal_t,p8_s1,300,1.0,0.9873570287754538,0.9999999999999998,3.515706244646329e-18,0.0,3.071909203235412e-16
ds005540,participant_constant,normal_t,p8_s2,300,1.0,0.9873570287754538,0.9999999999999998,-7.216449660063518e-18,0.0,3.6200620798107473e-16
ds005540,participant_constant,normal_t,p8_s4,300,1.0,0.9873570287754538,0.9999999999999998,7.401486830834377e-19,0.0,3.9330351030481374e-16
ds005540,participant_constant,normal_t,p8_s8,300,1.0,0.9873570287754538,0.9999999999999998,6.291263806209219e-18,0.0,4.096874487584928e-16
ds005540,participant_constant,normal_t,uniform_grid_mean,300,0.9733333333333334,0.9482710570494102,0.9864269301913527,-0.0032247413661426,1.0,0.0438468539567236
ds005540,participant_constant,percentile,p0_s0,300,0.1933333333333333,0.1526372668554537,0.2417837554956011,-0.0755660810918954,1.0,0.2112561387933955
ds005540,participant_constant,percentile,p0_s1,300,0.9433333333333334,0.9111340419775252,0.9643225235367106,-0.0055082600709298,1.0,0.1545276213244429
ds005540,participant_constant,percentile,p0_s2,300,0.9633333333333334,0.9355461518281072,0.979404694837147,-0.0031302227890052,1.0,0.1661923537194288
ds005540,participant_constant,percentile,p0_s4,300,0.9633333333333334,0.9355461518281072,0.979404694837147,0.0003807307870854,1.0,0.1733493232796521
ds005540,participant_constant,percentile,p0_s8,300,0.97,0.9439774608583588,0.9841381461905676,0.0032052990111776,1.0,0.1776022088790108
ds005540,participant_constant,percentile,p1_s0,300,1.0,0.9873570287754538,0.9999999999999998,6.707597440443654e-19,0.0,1.1761327588927223e-16
ds005540,participant_constant,percentile,p1_s1,300,1.0,0.9873570287754538,0.9999999999999998,1.1102230246251568e-18,0.0,2.1160850849355483e-16
ds005540,participant_constant,percentile,p1_s2,300,1.0,0.9873570287754538,0.9999999999999998,5.551115123125784e-19,0.0,2.205342390186142e-16
ds005540,participant_constant,percentile,p1_s4,300,1.0,0.9873570287754538,0.9999999999999998,5.551115123125784e-19,0.0,2.233028576862732e-16
ds005540,participant_constant,percentile,p1_s8,300,1.0,0.9873570287754538,0.9999999999999998,1.1102230246251568e-18,0.0,2.240800138035108e-16
ds005540,participant_constant,percentile,p2_s0,300,1.0,0.9873570287754538,0.9999999999999998,-2.9605947323337513e-18,0.0,1.387252581327066e-16
ds005540,participant_constant,percentile,p2_s1,300,1.0,0.9873570287754538,0.9999999999999998,3.1456319031046097e-18,0.0,2.212188765504663e-16
ds005540,participant_constant,percentile,p2_s2,300,1.0,0.9873570287754538,0.9999999999999998,2.590520390792032e-18,0.0,2.2401062486447163e-16
ds005540,participant_constant,percentile,p2_s4,300,1.0,0.9873570287754538,0.9999999999999998,1.4802973661668757e-18,0.0,2.330219350810125e-16
ds005540,participant_constant,percentile,p2_s8,300,1.0,0.9873570287754538,0.9999999999999998,1.4802973661668757e-18,0.0,2.485650574257647e-16
ds005540,participant_constant,percentile,p4_s0,300,1.0,0.9873570287754538,0.9999999999999998,4.440892098500626e-18,0.0,1.6376136557916255e-16
ds005540,participant_constant,percentile,p4_s1,300,1.0,0.9873570287754538,0.9999999999999998,-6.47630097698008e-18,0.0,2.2243087001901553e-16
ds005540,participant_constant,percentile,p4_s2,300,1.0,0.9873570287754538,0.9999999999999998,-2.9605947323337513e-18,0.0,2.3423161558492697e-16
ds005540,participant_constant,percentile,p4_s4,300,1.0,0.9873570287754538,0.9999999999999998,7.401486830834377e-18,0.0,2.705382214548042e-16
ds005540,participant_constant,percentile,p4_s8,300,1.0,0.9873570287754538,0.9999999999999998,-2.590520390792032e-18,0.0,3.089981973995272e-16
ds005540,participant_constant,percentile,p8_s0,300,1.0,0.9873570287754538,0.9999999999999998,-2.590520390792032e-18,0.0,1.8095941411999661e-16
ds005540,participant_constant,percentile,p8_s1,300,1.0,0.9873570287754538,0.9999999999999998,3.515706244646329e-18,0.0,2.240800138035108e-16
ds005540,participant_constant,percentile,p8_s2,300,1.0,0.9873570287754538,0.9999999999999998,-7.216449660063518e-18,0.0,2.4686271545467274e-16
ds005540,participant_constant,percentile,p8_s4,300,1.0,0.9873570287754538,0.9999999999999998,7.401486830834377e-19,0.0,3.019020219004649e-16
ds005540,participant_constant,percentile,p8_s8,300,1.0,0.9873570287754538,0.9999999999999998,6.291263806209219e-18,0.0,3.4162950246496835e-16
ds005540,participant_constant,percentile,uniform_grid_mean,300,0.9033333333333332,0.8646182980304887,0.9318497051817106,-0.0032247413661426,1.0,0.0332930691799487
ds005540,trial_signal,basic,p0_s0,300,0.96,0.93139578796136,0.9769726785120576,0.0085396762034115,1.0,0.1752722374302104
ds005540,trial_signal,basic,p0_s1,300,0.98,0.9570603791821394,0.9908023684422964,0.0184753285046449,1.0,0.122208775804727
ds005540,trial_signal,basic,p0_s2,300,0.9833333333333332,0.9615846051669054,0.9928605226493666,0.0217707592568708,1.0,0.13379475368245
ds005540,trial_signal,basic,p0_s4,300,0.9866666666666668,0.9662244697474676,0.9948030382606412,0.0237401079056912,1.0,0.139975954060456
ds005540,trial_signal,basic,p0_s8,300,0.9833333333333332,0.9615846051669054,0.9928605226493666,0.0252771585254914,1.0,0.143709128390066
ds005540,trial_signal,basic,p1_s0,300,0.9766666666666668,0.9526280277317246,0.9886523397008748,0.0191089036832356,0.98,0.16829910590025
ds005540,trial_signal,basic,p1_s1,300,0.97,0.9439774608583588,0.9841381461905676,0.0121542597662955,0.9833333333333332,0.1198549171340373
ds005540,trial_signal,basic,p1_s2,300,0.9633333333333334,0.9355461518281072,0.979404694837147,0.0144019291215375,0.9733333333333334,0.130526587319124
ds005540,trial_signal,basic,p1_s4,300,0.9733333333333334,0.9482710570494102,0.9864269301913527,0.0158105993369064,0.9733333333333334,0.1370643033224555
ds005540,trial_signal,basic,p1_s8,300,0.9766666666666668,0.9526280277317246,0.9886523397008748,0.0165561913132257,0.9733333333333334,0.1413139363311343
ds005540,trial_signal,basic,p2_s0,300,0.9666666666666668,0.9397381741959452,0.9817950526611452,0.0246388650685761,0.9933333333333332,0.1683329723683282
ds005540,trial_signal,basic,p2_s1,300,0.98,0.9570603791821394,0.9908023684422964,0.0160924766902752,0.9933333333333332,0.1148566734830196
ds005540,trial_signal,basic,p2_s2,300,0.9766666666666668,0.9526280277317246,0.9886523397008748,0.019035578103771,0.99,0.1247672386797166
ds005540,trial_signal,basic,p2_s4,300,0.9766666666666668,0.9526280277317246,0.9886523397008748,0.0205806609014316,0.99,0.1309217340744367
ds005540,trial_signal,basic,p2_s8,300,0.9833333333333332,0.9615846051669054,0.9928605226493666,0.0218276787744783,0.9933333333333332,0.1339919931988722
ds005540,trial_signal,basic,p4_s0,300,0.9633333333333334,0.9355461518281072,0.979404694837147,0.0288281060542281,0.9966666666666668,0.167046666500027
ds005540,trial_signal,basic,p4_s1,300,0.9933333333333332,0.9760224167496928,0.998169851642088,0.018333114672783,1.0,0.1112677008072445
ds005540,trial_signal,basic,p4_s2,300,0.9966666666666668,0.9813633063054688,0.9994113422781488,0.0220348962803274,0.9933333333333332,0.1211891961787474
ds005540,trial_signal,basic,p4_s4,300,0.9966666666666668,0.9813633063054688,0.9994113422781488,0.0241602124677325,0.9833333333333332,0.1261768156939506
ds005540,trial_signal,basic,p4_s8,300,1.0,0.9873570287754538,0.9999999999999998,0.0253578750891341,0.9933333333333332,0.129312349586073
ds005540,trial_signal,basic,p8_s0,300,0.9766666666666668,0.9526280277317246,0.9886523397008748,0.030449229153475,1.0,0.166438690838715
ds005540,trial_signal,basic,p8_s1,300,0.9866666666666668,0.9662244697474676,0.9948030382606412,0.0189053514751217,0.9966666666666668,0.109472696463715
ds005540,trial_signal,basic,p8_s2,300,0.9933333333333332,0.9760224167496928,0.998169851642088,0.0227677752755819,0.9933333333333332,0.1190826193090733
ds005540,trial_signal,basic,p8_s4,300,0.9966666666666668,0.9813633063054688,0.9994113422781488,0.0249805742930295,0.9833333333333332,0.1239594076421559
ds005540,trial_signal,basic,p8_s8,300,1.0,0.9873570287754538,0.9999999999999998,0.0263305781967867,0.9866666666666668,0.1267283780399565
ds005540,trial_signal,basic,uniform_grid_mean,300,0.9833333333333332,0.9615846051669054,0.9928605226493666,0.0208063154445617,1.0,0.1083073274308693
ds005540,trial_signal,normal_t,p0_s0,300,0.9966666666666668,0.9813633063054688,0.9994113422781488,0.0085396762034115,1.0,0.2297378110817121
ds005540,trial_signal,normal_t,p0_s1,300,1.0,0.9873570287754538,0.9999999999999998,0.0184753285046449,1.0,0.1599480026215762
ds005540,trial_signal,normal_t,p0_s2,300,0.9966666666666668,0.9813633063054688,0.9994113422781488,0.0217707592568708,1.0,0.1749098993124509
ds005540,trial_signal,normal_t,p0_s4,300,0.9966666666666668,0.9813633063054688,0.9994113422781488,0.0237401079056912,1.0,0.1832897648796909
ds005540,trial_signal,normal_t,p0_s8,300,0.9933333333333332,0.9760224167496928,0.998169851642088,0.0252771585254914,1.0,0.1878107264071803
ds005540,trial_signal,normal_t,p1_s0,300,0.9966666666666668,0.9813633063054688,0.9994113422781488,0.0191089036832356,0.9633333333333334,0.2203908858997242
ds005540,trial_signal,normal_t,p1_s1,300,1.0,0.9873570287754538,0.9999999999999998,0.0121542597662955,0.9533333333333334,0.1568817184671799
ds005540,trial_signal,normal_t,p1_s2,300,1.0,0.9873570287754538,0.9999999999999998,0.0144019291215375,0.9633333333333334,0.170877700143804
ds005540,trial_signal,normal_t,p1_s4,300,1.0,0.9873570287754538,0.9999999999999998,0.0158105993369064,0.9633333333333334,0.1796787079865947
ds005540,trial_signal,normal_t,p1_s8,300,1.0,0.9873570287754538,0.9999999999999998,0.0165561913132257,0.9633333333333334,0.1850062172597627
ds005540,trial_signal,normal_t,p2_s0,300,0.9933333333333332,0.9760224167496928,0.998169851642088,0.0246388650685761,0.9933333333333332,0.2204573681601397
ds005540,trial_signal,normal_t,p2_s1,300,0.9966666666666668,0.9813633063054688,0.9994113422781488,0.0160924766902752,0.9866666666666668,0.1503296021810541
ds005540,trial_signal,normal_t,p2_s2,300,0.9966666666666668,0.9813633063054688,0.9994113422781488,0.019035578103771,0.99,0.1633304196404227
ds005540,trial_signal,normal_t,p2_s4,300,0.9966666666666668,0.9813633063054688,0.9994113422781488,0.0205806609014316,0.9833333333333332,0.1710651825077894
ds005540,trial_signal,normal_t,p2_s8,300,0.9966666666666668,0.9813633063054688,0.9994113422781488,0.0218276787744783,0.9866666666666668,0.1753934396299128
ds005540,trial_signal,normal_t,p4_s0,300,0.99,0.97101650663766,0.9965933815622848,0.0288281060542281,0.9966666666666668,0.2184136757064649
ds005540,trial_signal,normal_t,p4_s1,300,0.9966666666666668,0.9813633063054688,0.9994113422781488,0.018333114672783,0.9966666666666668,0.1458479776823182
ds005540,trial_signal,normal_t,p4_s2,300,0.9966666666666668,0.9813633063054688,0.9994113422781488,0.0220348962803274,0.9966666666666668,0.1585313066787687
ds005540,trial_signal,normal_t,p4_s4,300,1.0,0.9873570287754538,0.9999999999999998,0.0241602124677325,0.9866666666666668,0.1653088528309652
ds005540,trial_signal,normal_t,p4_s8,300,1.0,0.9873570287754538,0.9999999999999998,0.0253578750891341,0.9966666666666668,0.1692739466370182
ds005540,trial_signal,normal_t,p8_s0,300,0.99,0.97101650663766,0.9965933815622848,0.030449229153475,0.9966666666666668,0.2176065797628668
