dataset_id,scenario,method,estimand,replicates,coverage,coverage_mc_low,coverage_mc_high,bias,positive_rate,mean_width
ds005540,independent_noise,basic,p4_s8,300,1.0,0.9873570287754538,0.9999999999999998,-0.0017933470474678,0.0,0.1423528908352581
ds005540,independent_noise,basic,p8_s0,300,1.0,0.9873570287754538,0.9999999999999998,0.0089160515154455,0.0,0.1845296506046201
ds005540,independent_noise,basic,p8_s1,300,1.0,0.9873570287754538,0.9999999999999998,0.0018172657589366,0.0,0.1193605079625693
ds005540,independent_noise,basic,p8_s2,300,1.0,0.9873570287754538,0.9999999999999998,-9.779888782296982e-05,0.0,0.1303223532484513
ds005540,independent_noise,basic,p8_s4,300,1.0,0.9873570287754538,0.9999999999999998,-0.0023328686531028,0.0,0.1367744653672172
ds005540,independent_noise,basic,p8_s8,300,1.0,0.9873570287754538,0.9999999999999998,-0.0040622075501616,0.0,0.1406993898741516
ds005540,independent_noise,basic,uniform_grid_mean,300,1.0,0.9873570287754538,0.9999999999999998,0.0034324126476086,0.0,0.1230051439210955
ds005540,independent_noise,normal_t,p0_s0,300,1.0,0.9873570287754538,0.9999999999999998,0.0023928773779268,0.0,0.2662781075033647
ds005540,independent_noise,normal_t,p0_s1,300,1.0,0.9873570287754538,0.9999999999999998,0.0053496957167523,0.0,0.1726802749935019
ds005540,independent_noise,normal_t,p0_s2,300,1.0,0.9873570287754538,0.9999999999999998,0.0049031483257109,0.0,0.1928858418716708
ds005540,independent_noise,normal_t,p0_s4,300,1.0,0.9873570287754538,0.9999999999999998,0.0037766766034808,0.0,0.2047920125209353
ds005540,independent_noise,normal_t,p0_s8,300,1.0,0.9873570287754538,0.9999999999999998,0.0029267439291026,0.0,0.2123783787218499
ds005540,independent_noise,normal_t,p1_s0,300,1.0,0.9873570287754538,0.9999999999999998,0.0115825389228678,0.0,0.2241950945178826
ds005540,independent_noise,normal_t,p1_s1,300,1.0,0.9873570287754538,0.9999999999999998,0.0056620241854732,0.0,0.1644909539771682
ds005540,independent_noise,normal_t,p1_s2,300,1.0,0.9873570287754538,0.9999999999999998,0.0053891462188008,0.0,0.1779612143152301
ds005540,independent_noise,normal_t,p1_s4,300,1.0,0.9873570287754538,0.9999999999999998,0.0048075661777583,0.0,0.1867207895601873
ds005540,independent_noise,normal_t,p1_s8,300,1.0,0.9873570287754538,0.9999999999999998,0.0041505237403964,0.0,0.1922426406731384
ds005540,independent_noise,normal_t,p2_s0,300,1.0,0.9873570287754538,0.9999999999999998,0.0108031500911921,0.0,0.2311629580637599
ds005540,independent_noise,normal_t,p2_s1,300,1.0,0.9873570287754538,0.9999999999999998,0.0033127788045333,0.0,0.1603811729754038
ds005540,independent_noise,normal_t,p2_s2,300,1.0,0.9873570287754538,0.9999999999999998,0.0027331252406214,0.0,0.1742498318067536
ds005540,independent_noise,normal_t,p2_s4,300,1.0,0.9873570287754538,0.9999999999999998,0.0015375918407933,0.0,0.1826253880594837
ds005540,independent_noise,normal_t,p2_s8,300,1.0,0.9873570287754538,0.9999999999999998,0.000390671440038,0.0,0.1882241728711076
ds005540,independent_noise,normal_t,p4_s0,300,1.0,0.9873570287754538,0.9999999999999998,0.0101601348311741,0.0,0.237544906982694
ds005540,independent_noise,normal_t,p4_s1,300,1.0,0.9873570287754538,0.9999999999999998,0.002538582341116,0.0,0.1580866947505792
ds005540,independent_noise,normal_t,p4_s2,300,1.0,0.9873570287754538,0.9999999999999998,0.001257316496747,0.0,0.1719622340078224
ds005540,independent_noise,normal_t,p4_s4,300,1.0,0.9873570287754538,0.9999999999999998,-0.0003110712300967,0.0,0.180342839815323
ds005540,independent_noise,normal_t,p4_s8,300,1.0,0.9873570287754538,0.9999999999999998,-0.0017933470474678,0.0,0.1856064591590871
