dataset_id,representation,contrast,participant_dose,stimulus_dose,ccc_delta,ccc_ci_low,ccc_ci_high,valid_bootstrap,ccc_simultaneous_low,ccc_simultaneous_high,mae_delta,mae_ci_low,mae_ci_high
ds005540,de_ridge_base,eeg_added_matched_calibration,0,0,0.0181974836998979,-0.0513004837850952,0.0879944927381187,1985,-0.0555120758289308,0.0919070432287267,0.008604111665807,-0.0041539492237793,0.0219825582624039
ds005540,de_ridge_base,eeg_added_matched_calibration,0,1,-0.0099237820108757,-0.0459093149606017,0.0342777329898234,1985,-0.0836333415397046,0.063785777517953,0.0106276894728792,-0.0022191382836137,0.0242806743858657
ds005540,de_ridge_base,eeg_added_matched_calibration,0,2,-0.0065721720092916,-0.0562570927311143,0.045442111677968,1985,-0.0802817315381204,0.0671373875195372,0.0081392623161921,-0.0050311773800024,0.0217025810734042
ds005540,de_ridge_base,eeg_added_matched_calibration,0,4,-0.0064114740281049,-0.0644150956934626,0.0490812295045222,1985,-0.0801210335569338,0.0672980855007238,0.0111038175613156,-0.0002081216625339,0.0232889377783988
ds005540,de_ridge_base,eeg_added_matched_calibration,0,8,-0.0075083793639358,-0.0705995218743348,0.046551908946016,1985,-0.0812179388927647,0.0662011801648929,0.0102588506156168,-0.0011432951328337,0.0221885162060858
ds005540,de_ridge_base,eeg_added_matched_calibration,1,0,-0.0045683930312801,-0.038002593008377,0.034396484413314,1985,-0.0782779525601089,0.0691411664975486,0.0058870964078252,-0.0025665364242312,0.0151461040895769
ds005540,de_ridge_base,eeg_added_matched_calibration,1,1,-0.0019904745411237,-0.0239707150512075,0.0195627249149595,1985,-0.0757000340699526,0.071719084987705,0.0032246908635745,-0.0052111260039292,0.0121246597050186
ds005540,de_ridge_base,eeg_added_matched_calibration,1,2,-0.0039229426648566,-0.0317256542884969,0.0238406559018385,1985,-0.0776325021936854,0.0697866168639721,0.0023566501086399,-0.0069788919172766,0.0130269284839709
ds005540,de_ridge_base,eeg_added_matched_calibration,1,4,-0.0105818330024592,-0.0417186992390684,0.0199252455984566,1985,-0.0842913925312881,0.0631277265263695,0.0040467316021684,-0.0061312548645798,0.0150460288768116
ds005540,de_ridge_base,eeg_added_matched_calibration,1,8,-0.0109794298901463,-0.0446548919610341,0.0231849181622689,1985,-0.0846889894189752,0.0627301296386824,0.0038262483671163,-0.0062876087731015,0.0153537002648877
ds005540,de_ridge_base,eeg_added_matched_calibration,2,0,-0.0063348372832675,-0.0419560489031089,0.0370766943011031,1985,-0.0800443968120964,0.0673747222455612,0.0055489933494893,-0.0015473483907968,0.0128425997630724
ds005540,de_ridge_base,eeg_added_matched_calibration,2,1,-0.0025052376150515,-0.0219506336401426,0.0217498985632309,1985,-0.0762147971438804,0.0712043219137772,-0.0002674379622069,-0.0082979237613111,0.0077132568310247
ds005540,de_ridge_base,eeg_added_matched_calibration,2,2,-0.0073094525891678,-0.031468634282479,0.0230756966117128,1985,-0.0810190121179966,0.066400106939661,0.0039455491067111,-0.0046254353501883,0.0129017943870177
ds005540,de_ridge_base,eeg_added_matched_calibration,2,4,-0.0147100167079328,-0.0444477502945306,0.0166794471388849,1985,-0.0884195762367616,0.058999542820896,0.0069513082384588,-0.001510684554468,0.0163174345524772
ds005540,de_ridge_base,eeg_added_matched_calibration,2,8,-0.0185026925800635,-0.0502186331668477,0.0156719622164837,1985,-0.0922122521088923,0.0552068669487652,0.0060985000982143,-0.0019794978731252,0.0152658129038292
ds005540,de_ridge_base,eeg_added_matched_calibration,4,0,-0.0108767003394427,-0.0472139741651591,0.0390769968895628,1985,-0.0845862598682715,0.0628328591893861,0.0028959113859295,-0.0033953040962299,0.0095440794851688
ds005540,de_ridge_base,eeg_added_matched_calibration,4,1,-0.0035993156719095,-0.0242413139106121,0.0176824012610156,1985,-0.0773088752007384,0.0701102438569192,0.0016985895134621,-0.0056184404806372,0.0088848096557757
ds005540,de_ridge_base,eeg_added_matched_calibration,4,2,-0.0045590856758217,-0.0282939349768617,0.0223824601277796,1985,-0.0782686452046505,0.069150473853007,0.0004806782758805,-0.0063690452409795,0.0073327762357878
ds005540,de_ridge_base,eeg_added_matched_calibration,4,4,-0.0114783734013652,-0.0406768730906882,0.0184220369841835,1985,-0.0851879329301941,0.0622311861274635,0.0065767069490304,-0.0001684778650226,0.0134906884555694
ds005540,de_ridge_base,eeg_added_matched_calibration,4,8,-0.0141436386509328,-0.0443267741495754,0.0157293380673443,1985,-0.0878531981797616,0.059565920877896,0.004343229316236,-0.0025146349306386,0.0110707176307554
ds005540,de_ridge_base,eeg_added_matched_calibration,8,0,-0.0086103428980443,-0.04987399756325,0.0486525648612436,1985,-0.0823199024268732,0.0650992166307844,0.0026851148613414,-0.0033162183622947,0.0092846793182563
ds005540,de_ridge_base,eeg_added_matched_calibration,8,1,-0.0031401130511108,-0.0251961983873226,0.0191025300101897,1985,-0.0768496725799397,0.0705694464777179,0.0014748151116578,-0.0060044209102534,0.0088272437738751
ds005540,de_ridge_base,eeg_added_matched_calibration,8,2,-0.0025129200663313,-0.0293614591735518,0.0287404146024975,1985,-0.0762224795951601,0.0711966394624975,-7.31146675775618e-05,-0.0069838958850662,0.0073125216319242
ds005540,de_ridge_base,eeg_added_matched_calibration,8,4,-0.0083603620818065,-0.0391048605367412,0.0271976227074332,1985,-0.0820699216106354,0.0653491974470222,0.0035539025347225,-0.0032275392434582,0.010801016757259
ds005540,de_ridge_base,eeg_added_matched_calibration,8,8,-0.0107870732326279,-0.0428715115903442,0.0219251189138221,1985,-0.0844966327614567,0.0629224862962008,0.0028551253693039,-0.0037917278671137,0.0093779500466729
ds005540,de_ridge_strong,eeg_added_matched_calibration,0,0,-0.0119441733715807,-0.063663215694179,0.051452387208984,1985,-0.0766152250035298,0.0527268782603682,0.0075098666713195,-0.0016216550276892,0.0166526058066406
ds005540,de_ridge_strong,eeg_added_matched_calibration,0,1,-0.0128464034433238,-0.0417562383417601,0.0201739431974803,1985,-0.0775174550752729,0.0518246481886251,0.0077894700651747,-0.0011604575913451,0.0172950732971907
ds005540,de_ridge_strong,eeg_added_matched_calibration,0,2,-0.0187518896268836,-0.0530900565109008,0.0209457542597164,1985,-0.0834229412588327,0.0459191620050653,0.0065611389881147,-0.001802041782286,0.0159667125407641
ds005540,de_ridge_strong,eeg_added_matched_calibration,0,4,-0.0134877990015131,-0.0656308718694174,0.0398755135190835,1985,-0.0781588506334621,0.0511832526304358,0.0098122083342033,-0.0002213430296472,0.0210831663590451
ds005540,de_ridge_strong,eeg_added_matched_calibration,0,8,-0.0128989191635344,-0.0708942919188514,0.0391328967050391,1985,-0.0775699707954835,0.0517721324684145,0.0087737987502775,-0.0009761450584492,0.0198559957879619
ds005540,de_ridge_strong,eeg_added_matched_calibration,1,0,-0.0034207262102563,-0.0339104240364654,0.0310443690524347,1985,-0.0680917778422054,0.0612503254216926,0.0048524542001458,-0.0022664404256899,0.0129802383872681
ds005540,de_ridge_strong,eeg_added_matched_calibration,1,1,-0.0034742871632751,-0.0182094821162675,0.0111894931950672,1985,-0.0681453387952241,0.0611967644686739,0.0004321540817338,-0.0056282486262568,0.007120530163816
ds005540,de_ridge_strong,eeg_added_matched_calibration,1,2,0.0002346828300913,-0.0220071513444797,0.019544816740729,1985,-0.0644363688018576,0.0649057344620404,-0.0011346504442418,-0.0078198895271054,0.0055053611601367
ds005540,de_ridge_strong,eeg_added_matched_calibration,1,4,-0.0115376470271446,-0.040020327477289,0.0175696437782851,1985,-0.0762086986590936,0.0531334046048044,0.0044170262995822,-0.0050130400645521,0.0141434038704189
ds005540,de_ridge_strong,eeg_added_matched_calibration,1,8,-0.0113851793062433,-0.0413381192107163,0.0189331652720415,1985,-0.0760562309381923,0.0532858723257057,0.0038013448433347,-0.0056162728200647,0.0143839200051905
ds005540,de_ridge_strong,eeg_added_matched_calibration,2,0,-0.0094516627364099,-0.038965331910822,0.0275954621528416,1985,-0.0741227143683589,0.0552193888955391,0.0046981313105904,-0.000711785171616,0.0108542779797036
ds005540,de_ridge_strong,eeg_added_matched_calibration,2,1,-0.0043884807986224,-0.0181162603321764,0.0114434220464912,1985,-0.0690595324305714,0.0602825708333266,2.5145583849722764e-05,-0.005544445410954,0.0056207132141137
ds005540,de_ridge_strong,eeg_added_matched_calibration,2,2,-0.0056657993794264,-0.0232457924037095,0.0138548649112669,1985,-0.0703368510113755,0.0590052522525225,0.0019411659512365,-0.0034198175047723,0.0069002164243976
ds005540,de_ridge_strong,eeg_added_matched_calibration,2,4,-0.0151313149345032,-0.0427647192534179,0.014472650534555,1985,-0.0798023665664523,0.0495397366974457,0.0068861179149264,-0.0010466050966923,0.0152693750971895
ds005540,de_ridge_strong,eeg_added_matched_calibration,2,8,-0.0179148852451817,-0.0469775208010853,0.0126437528731918,1985,-0.0825859368771307,0.0467561663867673,0.0056306216377649,-0.0016951214729072,0.0142028219888035
ds005540,de_ridge_strong,eeg_added_matched_calibration,4,0,-0.0117956652527891,-0.0447244493926059,0.031493625840509,1985,-0.0764667168847382,0.0528753863791598,0.0020707572883429,-0.0030940731070583,0.0073785121092995
ds005540,de_ridge_strong,eeg_added_matched_calibration,4,1,-0.002485824774988,-0.0158272638158269,0.0111430613706837,1985,-0.0671568764069371,0.0621852268569609,0.0017880801229518,-0.0027823929669157,0.006374963061317
ds005540,de_ridge_strong,eeg_added_matched_calibration,4,2,-0.003979204083821,-0.0200649841470895,0.0141526220416604,1985,-0.06865025571577,0.060691847548128,0.000895007805596,-0.0036635346204992,0.0050281843233604
ds005540,de_ridge_strong,eeg_added_matched_calibration,4,4,-0.0110429472613051,-0.0389434092512318,0.0177229617232685,1985,-0.0757139988932542,0.0536281043706438,0.0060557437870371,-0.0001064272342093,0.0123521411126586
ds005540,de_ridge_strong,eeg_added_matched_calibration,4,8,-0.012844507229844,-0.0398005000581402,0.0140089420137575,1985,-0.0775155588617931,0.0518265444021049,0.0037639145716782,-0.0019615197014182,0.0095652953969614
ds005540,de_ridge_strong,eeg_added_matched_calibration,8,0,-0.010528276859123,-0.0468877277070327,0.0365096554749216,1985,-0.075199328491072,0.054142774772826,0.0020224494078764,-0.0034887778402128,0.0076696280821887
ds005540,de_ridge_strong,eeg_added_matched_calibration,8,1,-0.0025861720794413,-0.0172090109228772,0.0128610146092487,1985,-0.0672572237113903,0.0620848795525077,0.0019490192964399,-0.0027104807866941,0.0065701542185035
ds005540,de_ridge_strong,eeg_added_matched_calibration,8,2,-0.0022509112705849,-0.0205024279249989,0.0173622412610668,1985,-0.066921962902534,0.062420140361364,0.0001398151877285,-0.0048597121289045,0.0046564188445442
ds005540,de_ridge_strong,eeg_added_matched_calibration,8,4,-0.0088043018041745,-0.03887052978958,0.0243073055371092,1985,-0.0734753534361236,0.0558667498277744,0.0036926153613274,-0.0023727972225948,0.0103130828985212
ds005540,de_ridge_strong,eeg_added_matched_calibration,8,8,-0.0102398944677741,-0.0402775674380534,0.0206359986964608,1985,-0.0749109460997232,0.0544311571641748,0.0028453142749749,-0.0028430865535279,0.0087447155064263
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,0,0,-0.0004009960514744,-0.0132647611812013,0.0191672254952335,1985,-0.0244556744515305,0.0236536823485817,-0.0004399362609548,-0.0041387337579629,0.0031763854181758
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,0,1,-0.0026154680939958,-0.0084224118561028,0.0054247231449136,1985,-0.026670146494052,0.0214392103060603,0.0018625195903093,-0.0014722299561893,0.0054426968058939
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,0,2,0.0022744513271342,-0.0115615828680012,0.0201479607102088,1985,-0.0217802270729219,0.0263291297271904,0.000754773879012,-0.0046224890224072,0.0065534021326429
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,0,4,0.0098869971329398,-0.0079633788567757,0.0329750159098712,1985,-0.0141676812671162,0.033941675532996,-0.0007453834476575,-0.0051843890972853,0.0036828098957071
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,0,8,-0.0079111146911128,-0.0178102304055843,0.0077843389754196,1985,-0.031965793091169,0.0161435637089433,0.0015587906329208,-0.0026688417917632,0.0059430145318963
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,1,0,0.003235931373385,-0.0024334335559859,0.006976119275994,1985,-0.0208187470266711,0.0272906097734411,-0.0002641919734927,-0.0015336225159872,0.001390518817792
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,1,1,-0.0005691296285363,-0.0039183951931477,0.0029252343395304,1985,-0.0246238080285925,0.0234855487715197,0.0007557807439867,-0.0005675311896132,0.0022027432391626
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,1,2,0.0022437838449933,-0.0079082326674119,0.0100763925783539,1985,-0.0218108945550628,0.0262984622450495,-0.000454949469505,-0.0030348440650877,0.0023095815205493
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,1,4,0.0031795357857075,-0.0065409839900256,0.0130928163767135,1985,-0.0208751426143486,0.0272342141857636,0.0002062405023636,-0.0023325238155293,0.0035730591007301
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,1,8,-0.0018530675547656,-0.0067763788363831,0.0028666709841094,1985,-0.0259077459548218,0.0222016108452905,0.0003076431182633,-0.0011676601600066,0.0018718547892573
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,2,0,0.0006747279377941,-0.0048987261341607,0.0064901599236793,1985,-0.0233799504622619,0.0247294063378503,0.0003158836005894,-0.0009975626546449,0.0016791701518406
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,2,1,-0.0013283587495601,-0.0042649377079803,0.0024470825752345,1985,-0.0253830371496163,0.022726319650496,0.000229336840077,-0.0008136793985039,0.0013179910266246
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,2,2,-0.0018726997542863,-0.0097914895965097,0.007215797561816,1985,-0.0259273781543425,0.0221819786457697,-0.0002204435327083,-0.0025393716516337,0.0023798532608799
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,2,4,-0.0002648408744158,-0.0101630277105337,0.0105376910682334,1985,-0.0243195192744719,0.0237898375256403,0.0002730785564498,-0.0021717551342925,0.0025656466724208
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,2,8,-0.0027278366443971,-0.0090764127527544,0.0027202092426109,1985,-0.0267825150444533,0.021326841755659,0.0006137860478669,-0.0008973984664595,0.0021982128512608
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,4,0,0.001773535265787,-0.0042442375781308,0.0073940634256787,1985,-0.0222811431342691,0.0258282136658432,-0.0003747612760623,-0.0016879817200726,0.0006002580194486
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,4,1,-0.0008572652601961,-0.0036202243379563,0.0018002559233069,1985,-0.0249119436602523,0.02319741313986,0.0004501881863406,-0.0004496742987076,0.0013678475426724
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,4,2,-0.0004060534871337,-0.0087494546481033,0.0078201061750788,1985,-0.0244607318871899,0.0236486249129224,-0.0002832723548429,-0.0027099133324788,0.0020383178726197
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,4,4,-0.0010658972892445,-0.0089885318581404,0.0082757220195589,1985,-0.0251205756893007,0.0229887811108116,0.0003172635244347,-0.00167318927482,0.002375167154595
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,4,8,-0.0014567863494442,-0.0061082306318051,0.0031377136649126,1985,-0.0255114647495004,0.0225978920506119,0.000148619481193,-0.0011273679288275,0.0015031898281903
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,8,0,0.0030024852551759,-0.0050150211952356,0.0093769160402772,1985,-0.0210521931448802,0.0270571636552321,-0.0005143310986496,-0.0020387218874188,0.0004803724924473
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,8,1,-0.0005759404553928,-0.0033696258619389,0.0021664460115046,1985,-0.024630618855449,0.0234787379446632,0.0003940018581791,-0.0005593981023179,0.0013700167177385
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,8,2,-0.0006176869303082,-0.0096224990051488,0.0080062389789234,1985,-0.0246723653303644,0.0234369914697479,2.6888148449144555e-05,-0.0023180169371394,0.0024234933946783
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,8,4,-0.0011810111683954,-0.0095878410270093,0.0092003207839863,1985,-0.0252356895684516,0.0228736672316607,0.0005575364881429,-0.0012581526301306,0.002601370882535
ds005540,eegnet_lr1e3,eeg_added_matched_calibration,8,8,-0.0019861172610896,-0.0064993683441329,0.0027348513495329,1985,-0.0260407956611458,0.0220685611389665,0.0003382076133368,-0.0006680455661718,0.0014856779294571
ds005540,eegnet_lr1e4,eeg_added_matched_calibration,0,0,9.451601949281832e-05,-0.0073609913223591,0.0074737040623202,1985,-0.0090770622865417,0.0092660943255274,-0.0001904627528817,-0.0014416369978428,0.0010614185295403
ds005540,eegnet_lr1e4,eeg_added_matched_calibration,0,1,-0.0011435468087852,-0.0047107941458067,0.0027720797952991,1985,-0.0103151251148198,0.0080280314972493,0.0008739442461774,-0.0002062192713569,0.0019418005981474
ds005540,eegnet_lr1e4,eeg_added_matched_calibration,0,2,-0.0011919009952656,-0.0068129853555061,0.0050303599860352,1985,-0.0103634793013002,0.0079796773107689,0.0001116059539447,-0.0010878962067531,0.0013435851725885
ds005540,eegnet_lr1e4,eeg_added_matched_calibration,0,4,0.0008954724023291,-0.0067668349348484,0.0080435104680719,1985,-0.0082761059037054,0.0100670507083637,1.4773884708219054e-05,-0.0013760366375959,0.0014114419211976
ds005540,eegnet_lr1e4,eeg_added_matched_calibration,0,8,0.0005017600531075,-0.0055412327739105,0.0062980537244773,1985,-0.008669818252927,0.0096733383591421,-0.0003836536332378,-0.0015519494076899,0.0008021910108523
ds005540,eegnet_lr1e4,eeg_added_matched_calibration,1,0,0.0009787614450659,-0.0036691425580795,0.0046429856181057,1985,-0.0081928168609686,0.0101503397511005,0.0009614959614551,-0.0002599818096593,0.0022512618491792
ds005540,eegnet_lr1e4,eeg_added_matched_calibration,1,1,-0.000291364109944,-0.0026442698338055,0.0023704263854863,1985,-0.0094629424159786,0.0088802141960905,0.0005120640441448,-0.0006886655444527,0.0018103110079108
ds005540,eegnet_lr1e4,eeg_added_matched_calibration,1,2,0.000377646912994,-0.002806742858839,0.0042434458912314,1985,-0.0087939313930405,0.0095492252190286,0.0006100554845829,-0.000762863287748,0.002042873382803
ds005540,eegnet_lr1e4,eeg_added_matched_calibration,1,4,0.000386925820321,-0.0036605514643609,0.0050613652848165,1985,-0.0087846524857135,0.0095585041263556,0.0009946443516228,-0.0006141082480884,0.0027121300518975
ds005540,eegnet_lr1e4,eeg_added_matched_calibration,1,8,-0.0005741233086611,-0.0040689471414,0.0033108534312257,1985,-0.0097457016146957,0.0085974549973734,0.0008029162546381,-0.0006032021715526,0.0023009239821767
ds005540,eegnet_lr1e4,eeg_added_matched_calibration,2,0,0.0014409324752979,-0.0041760282445119,0.0071155649808205,1985,-0.0077306458307366,0.0106125107813325,0.0001226505785766,-0.0008882957232502,0.0011215113313377
ds005540,eegnet_lr1e4,eeg_added_matched_calibration,2,1,-5.727689018275584e-05,-0.0022106438482231,0.0031464250643824,1985,-0.0092288551962173,0.0091143014158518,0.0001710465972483,-0.0007897848271839,0.0011683275785221
ds005540,eegnet_lr1e4,eeg_added_matched_calibration,2,2,0.0004459116055381,-0.0025364573616155,0.0047736445831376,1985,-0.0087256667004963,0.0096174899115727,-0.0002544108278524,-0.0014277520698038,0.0009482213756792
ds005540,eegnet_lr1e4,eeg_added_matched_calibration,2,4,0.000892742571933,-0.0030384732938812,0.0067110308560473,1985,-0.0082788357341015,0.0100643208779676,1.44179559609936e-05,-0.0015393963626081,0.0017230944666748
ds005540,eegnet_lr1e4,eeg_added_matched_calibration,2,8,0.0005179826557006,-0.0029708825049509,0.0052552256574924,1985,-0.0086535956503339,0.0096895609617352,-0.0002858712007756,-0.0014605720386552,0.0008675813965386
ds005540,eegnet_lr1e4,eeg_added_matched_calibration,4,0,0.0006344123283586,-0.0052466183631941,0.0065076219418319,1985,-0.0085371659776759,0.0098059906343932,0.0001063694622373,-0.0009126280026623,0.0011035349463083
