dataset_id,representation,contrast,estimate,ci_low,ci_high,valid_bootstrap
ds005540,de_ridge_base,prior_personalized_surface_auc,0.5290057492779665,0.3990944132608754,0.6589170852950577,1985
ds005540,de_ridge_base,prior_personalized_participant_change,0.20355097551998702,0.09551784651428027,0.31158410452569374,1985
ds005540,de_ridge_base,prior_personalized_stimulus_change,0.49070123722248665,0.35810980531092174,0.6232926691340516,1985
ds005540,de_ridge_base,prior_personalized_joint_change,0.6327069705104013,0.4810192938051967,0.7843946472156058,1985
ds005540,de_ridge_base,prior_personalized_endpoint_interaction,-0.06154524223207244,-0.10888046169678088,-0.014210022767363995,1985
ds005540,de_ridge_base,combined_personalized_surface_auc,0.5198725467908357,0.3890940776564098,0.6506510159252616,1985
ds005540,de_ridge_base,combined_personalized_participant_change,0.17674314892204468,0.06640767896743474,0.28707861887665465,1985
ds005540,de_ridge_base,combined_personalized_stimulus_change,0.46499537415865283,0.32569075072425546,0.6042999975930502,1985
ds005540,de_ridge_base,combined_personalized_joint_change,0.6037224135778754,0.44276179647621433,0.7646830306795365,1985
ds005540,de_ridge_base,combined_personalized_endpoint_interaction,-0.0380161095028222,-0.09337332866364365,0.017341109657999253,1985
ds005540,de_ridge_base,matched_eeg_added_surface_auc,-0.009133202487130862,-0.04332290218997685,0.025056497215715123,1985
ds005540,de_ridge_base,matched_eeg_added_uniform_mean_ccc,-0.0068676623474821265,-0.04348706630278619,0.029751741607821933,1985
ds005540,de_ridge_base,matched_eeg_added_uniform_mean_mae,0.004673720818471574,-0.0019133122489403348,0.011260753885883483,1985
ds005540,de_ridge_strong,prior_personalized_surface_auc,0.5290057492779665,0.3990944132608754,0.6589170852950577,1985
ds005540,de_ridge_strong,prior_personalized_participant_change,0.20355097551998702,0.09551784651428027,0.31158410452569374,1985
ds005540,de_ridge_strong,prior_personalized_stimulus_change,0.49070123722248665,0.35810980531092174,0.6232926691340516,1985
ds005540,de_ridge_strong,prior_personalized_joint_change,0.6327069705104013,0.4810192938051967,0.7843946472156058,1985
ds005540,de_ridge_strong,prior_personalized_endpoint_interaction,-0.06154524223207244,-0.10888046169678088,-0.014210022767363995,1985
ds005540,de_ridge_strong,combined_personalized_surface_auc,0.5195866164920208,0.389477766926987,0.6496954660570545,1985
ds005540,de_ridge_strong,combined_personalized_participant_change,0.2049668720324448,0.08413057799059007,0.3258031660742995,1985
ds005540,de_ridge_strong,combined_personalized_stimulus_change,0.489746491430533,0.3525820535318507,0.6269109293292153,1985
ds005540,de_ridge_strong,combined_personalized_joint_change,0.6344112494142078,0.46748042140994056,0.801342077418475,1985
ds005540,de_ridge_strong,combined_personalized_endpoint_interaction,-0.060302114048769936,-0.11837891655241875,-0.0022253115451211225,1985
ds005540,de_ridge_strong,matched_eeg_added_surface_auc,-0.009419132785945777,-0.03827840031679684,0.019440134744905285,1985
ds005540,de_ridge_strong,matched_eeg_added_uniform_mean_ccc,-0.009144887586466139,-0.03851404215257548,0.020224266979643198,1985
ds005540,de_ridge_strong,matched_eeg_added_uniform_mean_mae,0.0038887484516786685,-0.001263185148144344,0.009040682051501681,1985
ds005540,eegnet_lr1e3,prior_personalized_surface_auc,0.5290057492779665,0.3990944132608754,0.6589170852950577,1985
ds005540,eegnet_lr1e3,prior_personalized_participant_change,0.20355097551998702,0.09551784651428027,0.31158410452569374,1985
ds005540,eegnet_lr1e3,prior_personalized_stimulus_change,0.49070123722248665,0.35810980531092174,0.6232926691340516,1985
ds005540,eegnet_lr1e3,prior_personalized_joint_change,0.6327069705104013,0.4810192938051967,0.7843946472156058,1985
ds005540,eegnet_lr1e3,prior_personalized_endpoint_interaction,-0.06154524223207244,-0.10888046169678088,-0.014210022767363995,1985
ds005540,eegnet_lr1e3,combined_personalized_surface_auc,0.5284945514694614,0.39787080874438663,0.6591182941945363,1985
ds005540,eegnet_lr1e3,combined_personalized_participant_change,0.20695445682663735,0.09696831774670887,0.3169405959065658,1985
ds005540,eegnet_lr1e3,combined_personalized_stimulus_change,0.48319111858284824,0.3529491764544992,0.6134330607111973,1985
ds005540,eegnet_lr1e3,combined_personalized_joint_change,0.631121849300786,0.48004623450183104,0.7821974640997409,1985
ds005540,eegnet_lr1e3,combined_personalized_endpoint_interaction,-0.05902372610869967,-0.10862289310286674,-0.009424559114532598,1985
ds005540,eegnet_lr1e3,matched_eeg_added_surface_auc,-0.0005111978085050761,-0.006647664086370914,0.005625268469360762,1985
ds005540,eegnet_lr1e3,matched_eeg_added_uniform_mean_ccc,-5.675289283329353e-05,-0.006022744959062052,0.005909239173395465,1985
ds005540,eegnet_lr1e3,matched_eeg_added_uniform_mean_mae,0.0002325307759216977,-0.0011711904785171052,0.0016362520303605005,1985
ds005540,eegnet_lr1e4,prior_personalized_surface_auc,0.5290057492779665,0.3990944132608754,0.6589170852950577,1985
ds005540,eegnet_lr1e4,prior_personalized_participant_change,0.20355097551998702,0.09551784651428027,0.31158410452569374,1985
ds005540,eegnet_lr1e4,prior_personalized_stimulus_change,0.49070123722248665,0.35810980531092174,0.6232926691340516,1985
ds005540,eegnet_lr1e4,prior_personalized_joint_change,0.6327069705104013,0.4810192938051967,0.7843946472156058,1985
ds005540,eegnet_lr1e4,prior_personalized_endpoint_interaction,-0.06154524223207244,-0.10888046169678088,-0.014210022767363995,1985
ds005540,eegnet_lr1e4,combined_personalized_surface_auc,0.5294457102825727,0.40033722817959727,0.6585541923855481,1985
ds005540,eegnet_lr1e4,combined_personalized_participant_change,0.20401345239800345,0.09500404053273036,0.3130228642632765,1985
ds005540,eegnet_lr1e4,combined_personalized_stimulus_change,0.49110848125610146,0.35778930463530123,0.6244276578769017,1985
ds005540,eegnet_lr1e4,combined_personalized_joint_change,0.6326530987956605,0.4803038227572999,0.785002374834021,1985
ds005540,eegnet_lr1e4,combined_personalized_endpoint_interaction,-0.06246883485844444,-0.1107603006207197,-0.014177369096169186,1985
ds005540,eegnet_lr1e4,matched_eeg_added_surface_auc,0.00043996100460604937,-0.004162216534570174,0.0050421385437822725,1985
ds005540,eegnet_lr1e4,matched_eeg_added_uniform_mean_ccc,0.00029082238288256424,-0.004244186765747409,0.004825831531512538,1985
ds005540,eegnet_lr1e4,matched_eeg_added_uniform_mean_mae,0.00020574307107483315,-0.0006562275664267426,0.001067713708576409,1985
ds005540,labram_ridge_base,prior_personalized_surface_auc,0.5290057492779665,0.3990944132608754,0.6589170852950577,1985
ds005540,labram_ridge_base,prior_personalized_participant_change,0.20355097551998702,0.09551784651428027,0.31158410452569374,1985
ds005540,labram_ridge_base,prior_personalized_stimulus_change,0.49070123722248665,0.35810980531092174,0.6232926691340516,1985
ds005540,labram_ridge_base,prior_personalized_joint_change,0.6327069705104013,0.4810192938051967,0.7843946472156058,1985
ds005540,labram_ridge_base,prior_personalized_endpoint_interaction,-0.06154524223207244,-0.10888046169678088,-0.014210022767363995,1985
ds005540,labram_ridge_base,combined_personalized_surface_auc,0.49679455164888997,0.3739392897167667,0.6196498135810132,1985
ds005540,labram_ridge_base,combined_personalized_participant_change,0.21508267282844817,0.08668857725494589,0.34347676840195046,1985
ds005540,labram_ridge_base,combined_personalized_stimulus_change,0.46650517433443534,0.32582184901536726,0.6071884996535034,1985
ds005540,labram_ridge_base,combined_personalized_joint_change,0.6301681980658608,0.4525147193197167,0.8078216768120048,1985
ds005540,labram_ridge_base,combined_personalized_endpoint_interaction,-0.05141964909702273,-0.10998297692332148,0.007143678729276022,1985
ds005540,labram_ridge_base,matched_eeg_added_surface_auc,-0.0322111976290766,-0.08390821461073697,0.019485819352583762,1985
ds005540,labram_ridge_base,matched_eeg_added_uniform_mean_ccc,-0.03204700171414451,-0.08415358039802692,0.020059576969737897,1985
